time,open,high,low,close,tick_volume,spread,real_volume
2025-01-08 15:22:00,1.02947,1.0296,1.02927,1.02957,105,0,0
2025-01-08 15:23:00,1.02954,1.02954,1.02953,1.02954,3,0,0
2025-01-08 15:23:00,1.02954,1.02959,1.02953,1.02957,18,0,0
2025-01-08 15:23:00,1.02954,1.02979,1.02953,1.02979,39,0,0
2025-01-08 15:23:00,1.02954,1.02988,1.02953,1.0298,57,0,0
2025-01-08 15:23:00,1.02954,1.02988,1.02953,1.02984,77,0,0
2025-01-08 15:23:00,1.02954,1.02988,1.02953,1.02979,107,0,0
2025-01-08 15:24:00,1.02985,1.02986,1.02985,1.02985,3,0,0
2025-01-08 15:24:00,1.02985,1.02986,1.02975,1.02981,27,0,0
2025-01-08 15:24:00,1.02985,1.02989,1.02975,1.02988,45,0,0
2025-01-08 15:24:00,1.02985,1.02989,1.02975,1.02988,52,0,0
2025-01-08 15:24:00,1.02985,1.03002,1.02975,1.03001,66,0,0
2025-01-08 15:24:00,1.02985,1.03005,1.02975,1.02999,89,0,0
2025-01-08 15:25:00,1.03002,1.03002,1.02999,1.03,5,0,0
2025-01-08 15:25:00,1.03002,1.03002,1.02988,1.02996,27,0,0
2025-01-08 15:25:00,1.03002,1.03022,1.02988,1.0302,50,0,0
2025-01-08 15:25:00,1.03002,1.03023,1.02988,1.03008,75,0,0
2025-01-08 15:25:00,1.03002,1.03023,1.02988,1.03004,93,0,0
2025-01-08 15:25:00,1.03002,1.03024,1.02988,1.03016,111,0,0
2025-01-08 15:26:00,1.03018,1.03018,1.03016,1.03016,6,0,0
2025-01-08 15:26:00,1.03018,1.03018,1.03004,1.03008,27,0,0
2025-01-08 15:26:00,1.03018,1.03018,1.02998,1.03,42,0,0
2025-01-08 15:26:00,1.03018,1.03018,1.02984,1.03,59,0,0
2025-01-08 15:26:00,1.03018,1.03018,1.02984,1.03011,72,0,0
2025-01-08 15:26:00,1.03018,1.03018,1.02984,1.03007,94,0,0
2025-01-08 15:27:00,1.03009,1.03009,1.03003,1.03003,4,0,0
2025-01-08 15:27:00,1.03009,1.03011,1.03003,1.03008,22,0,0
2025-01-08 15:27:00,1.03009,1.03029,1.03003,1.03025,35,0,0
2025-01-08 15:27:00,1.03009,1.0304,1.03003,1.03039,48,0,0
2025-01-08 15:27:00,1.03009,1.03041,1.03003,1.03036,54,0,0
2025-01-08 15:27:00,1.03009,1.03041,1.03003,1.03019,76,0,0
2025-01-08 15:28:00,1.03034,1.03034,1.03034,1.03034,1,2,0
2025-01-08 15:28:00,1.03034,1.03039,1.03031,1.03032,10,2,0
2025-01-08 15:28:00,1.03034,1.03039,1.03031,1.03032,12,2,0
2025-01-08 15:28:00,1.03034,1.03039,1.03031,1.03032,17,2,0
2025-01-08 15:28:00,1.03034,1.03039,1.03031,1.03033,32,2,0
2025-01-08 15:28:00,1.03034,1.03039,1.03024,1.03027,53,2,0
2025-01-08 15:29:00,1.03027,1.03027,1.03024,1.03024,4,2,0
2025-01-08 15:29:00,1.03027,1.03028,1.03023,1.03023,19,2,0
2025-01-08 15:29:00,1.03027,1.03028,1.03018,1.03019,29,2,0
2025-01-08 15:29:00,1.03027,1.03028,1.03017,1.03019,35,2,0
2025-01-08 15:29:00,1.03027,1.03028,1.03017,1.03028,44,2,0
2025-01-08 15:29:00,1.03027,1.03035,1.02974,1.02976,80,0,0
2025-01-08 15:30:00,1.02937,1.02967,1.02937,1.02967,8,5,0
2025-01-08 15:30:00,1.02937,1.02994,1.02937,1.0299,54,3,0
2025-01-08 15:30:00,1.02937,1.03002,1.02937,1.02987,100,3,0
2025-01-08 15:30:00,1.02937,1.03002,1.02937,1.02985,133,3,0
2025-01-08 15:30:00,1.02937,1.03008,1.02937,1.03008,166,3,0
2025-01-08 15:30:00,1.02937,1.03022,1.02937,1.02997,207,3,0
2025-01-08 15:31:00,1.03008,1.03014,1.03008,1.03014,7,3,0
2025-01-08 15:31:00,1.03008,1.03022,1.03006,1.0302,25,3,0
2025-01-08 15:31:00,1.03008,1.03022,1.03006,1.03018,40,3,0
2025-01-08 15:31:00,1.03008,1.03022,1.0299,1.0299,69,3,0
2025-01-08 15:31:00,1.03008,1.03022,1.02973,1.02994,90,3,0
2025-01-08 15:31:00,1.03008,1.03022,1.02973,1.02983,112,3,0
2025-01-08 15:32:00,1.02982,1.02983,1.02976,1.02976,5,3,0
2025-01-08 15:32:00,1.02982,1.02992,1.02962,1.02964,31,2,0
2025-01-08 15:32:00,1.02982,1.02992,1.02952,1.02952,45,2,0
2025-01-08 15:32:00,1.02982,1.02992,1.02951,1.02959,65,2,0
2025-01-08 15:32:00,1.02982,1.02992,1.0295,1.02952,76,2,0
2025-01-08 15:32:00,1.02982,1.02992,1.02947,1.02966,88,2,0
2025-01-08 15:33:00,1.02969,1.0297,1.02963,1.02965,7,0,0
2025-01-08 15:33:00,1.02969,1.02995,1.02963,1.02995,32,0,0
2025-01-08 15:33:00,1.02969,1.03003,1.02963,1.02984,61,0,0
2025-01-08 15:33:00,1.02969,1.03003,1.02963,1.02974,85,0,0
2025-01-08 15:33:00,1.02969,1.03003,1.02956,1.02964,105,0,0
2025-01-08 15:33:00,1.02969,1.03003,1.02956,1.02973,117,0,0
2025-01-08 15:34:00,1.02941,1.02943,1.02932,1.02932,8,0,0
2025-01-08 15:34:00,1.02941,1.02943,1.02922,1.02929,37,0,0
2025-01-08 15:34:00,1.02941,1.02943,1.02922,1.02938,65,0,0
2025-01-08 15:34:00,1.02941,1.02943,1.02922,1.02926,89,0,0
2025-01-08 15:34:00,1.02941,1.02943,1.0292,1.02934,115,0,0
2025-01-08 15:34:00,1.02941,1.02949,1.0292,1.02925,142,0,0
2025-01-08 15:35:00,1.02918,1.02924,1.02917,1.02919,6,0,0
2025-01-08 15:35:00,1.02918,1.02926,1.02916,1.02925,37,0,0
2025-01-08 15:35:00,1.02918,1.02928,1.02916,1.02926,57,0,0
2025-01-08 15:35:00,1.02918,1.02933,1.02916,1.02933,79,0,0
2025-01-08 15:35:00,1.02918,1.02942,1.02916,1.02926,104,0,0
2025-01-08 15:35:00,1.02918,1.02942,1.02916,1.02939,129,0,0
2025-01-08 15:36:00,1.02958,1.02958,1.02954,1.02954,3,0,0
2025-01-08 15:36:00,1.02958,1.02971,1.02946,1.0297,39,0,0
2025-01-08 15:36:00,1.02958,1.0298,1.02946,1.02953,68,0,0
2025-01-08 15:36:00,1.02958,1.0298,1.02939,1.02949,98,0,0
2025-01-08 15:36:00,1.02958,1.0298,1.02939,1.02977,129,0,0
2025-01-08 15:36:00,1.02958,1.0298,1.02939,1.02967,151,0,0
2025-01-08 15:37:00,1.02965,1.02969,1.02963,1.02963,9,0,0
2025-01-08 15:37:00,1.02965,1.02969,1.02944,1.02949,38,0,0
2025-01-08 15:37:00,1.02965,1.02969,1.02928,1.0293,66,0,0
2025-01-08 15:37:00,1.02965,1.02969,1.02922,1.02925,89,0,0
2025-01-08 15:37:00,1.02965,1.02969,1.02922,1.02944,103,0,0
2025-01-08 15:37:00,1.02965,1.02969,1.02922,1.02944,122,0,0
2025-01-08 15:38:00,1.02928,1.02938,1.02923,1.02938,11,0,0
2025-01-08 15:38:00,1.02928,1.0294,1.02922,1.02928,33,0,0
2025-01-08 15:38:00,1.02928,1.0294,1.02922,1.02929,56,0,0
2025-01-08 15:38:00,1.02928,1.0294,1.02922,1.02932,76,0,0
2025-01-08 15:38:00,1.02928,1.02943,1.02922,1.02941,107,0,0
2025-01-08 15:38:00,1.02928,1.0295,1.02922,1.02942,126,0,0
2025-01-08 15:39:00,1.02935,1.02935,1.02929,1.02929,6,0,0
2025-01-08 15:39:00,1.02935,1.02944,1.02929,1.02943,18,0,0
2025-01-08 15:39:00,1.02935,1.02945,1.02929,1.0294,30,0,0
2025-01-08 15:39:00,1.02935,1.02955,1.02929,1.02931,50,0,0
2025-01-08 15:39:00,1.02935,1.02955,1.02929,1.02936,71,0,0
2025-01-08 15:39:00,1.02935,1.02955,1.02929,1.02937,82,0,0
2025-01-08 15:40:00,1.02923,1.02929,1.02921,1.02929,9,0,0
2025-01-08 15:40:00,1.02923,1.02939,1.02919,1.02927,31,0,0
2025-01-08 15:40:00,1.02923,1.02939,1.02919,1.02929,59,0,0
2025-01-08 15:40:00,1.02923,1.02939,1.02919,1.02929,79,0,0
2025-01-08 15:40:00,1.02923,1.02939,1.02914,1.02914,100,0,0
2025-01-08 15:40:00,1.02923,1.02939,1.02906,1.02907,124,0,0
2025-01-08 15:41:00,1.02919,1.02921,1.02919,1.02921,5,0,0
2025-01-08 15:41:00,1.02919,1.02931,1.02914,1.02926,27,0,0
2025-01-08 15:41:00,1.02919,1.02931,1.02914,1.02927,49,0,0
2025-01-08 15:41:00,1.02919,1.02931,1.02914,1.02928,70,0,0
2025-01-08 15:41:00,1.02919,1.02939,1.02914,1.02932,88,0,0
2025-01-08 15:41:00,1.02919,1.02942,1.02914,1.02942,97,0,0
2025-01-08 15:42:00,1.02945,1.02946,1.02944,1.02946,10,0,0
2025-01-08 23:28:00,1.03157,1.03157,1.03156,1.03156,2,0,0
2025-01-08 23:28:00,1.03157,1.03157,1.03156,1.03156,4,0,0
2025-01-08 23:29:00,1.03156,1.03156,1.03156,1.03156,1,0,0
2025-01-08 23:29:00,1.03156,1.03162,1.03156,1.03162,4,0,0
2025-01-08 23:29:00,1.03156,1.03163,1.03156,1.03162,8,0,0
2025-01-08 23:29:00,1.03156,1.03163,1.03156,1.03162,14,0,0
2025-01-08 23:29:00,1.03156,1.03163,1.03156,1.03161,16,0,0
2025-01-08 23:29:00,1.03156,1.03163,1.03156,1.03162,17,0,0
2025-01-08 23:30:00,1.03159,1.03159,1.03157,1.03157,4,0,0
2025-01-08 23:30:00,1.03159,1.03159,1.03156,1.03157,7,0,0
2025-01-08 23:30:00,1.03159,1.03159,1.03156,1.03157,7,0,0
2025-01-08 23:30:00,1.03159,1.03159,1.03153,1.03153,8,0,0
2025-01-08 23:30:00,1.03159,1.03159,1.03152,1.03152,11,0,0
2025-01-08 23:30:00,1.03159,1.03159,1.03151,1.03152,13,0,0
2025-01-08 23:31:00,1.03153,1.03153,1.03152,1.03152,2,0,0
2025-01-08 23:31:00,1.03153,1.03153,1.03152,1.03153,3,0,0
2025-01-08 23:31:00,1.03153,1.03157,1.03152,1.03157,5,0,0
2025-01-08 23:31:00,1.03153,1.03157,1.03152,1.03157,5,0,0
2025-01-08 23:31:00,1.03153,1.03157,1.03152,1.03157,5,0,0
2025-01-08 23:31:00,1.03153,1.03157,1.03152,1.03156,6,0,0
2025-01-08 23:32:00,1.03156,1.03156,1.03156,1.03156,1,0,0
2025-01-08 23:32:00,1.03156,1.03156,1.03156,1.03156,1,0,0
2025-01-08 23:32:00,1.03156,1.03156,1.03156,1.03156,1,0,0
2025-01-08 23:32:00,1.03156,1.03156,1.03156,1.03156,1,0,0
2025-01-08 23:32:00,1.03156,1.03156,1.03156,1.03156,1,0,0
2025-01-08 23:32:00,1.03156,1.03156,1.03156,1.03156,1,0,0
2025-01-08 23:33:00,1.03156,1.03156,1.03156,1.03156,1,0,0
2025-01-08 23:33:00,1.03156,1.03157,1.03156,1.03157,4,0,0
2025-01-08 23:33:00,1.03156,1.03157,1.03156,1.03157,6,0,0
2025-01-08 23:33:00,1.03156,1.03158,1.03156,1.03157,12,0,0
2025-01-08 23:33:00,1.03156,1.03158,1.03156,1.03157,12,0,0
2025-01-08 23:33:00,1.03156,1.03158,1.03156,1.03156,16,0,0
2025-01-08 23:34:00,1.03157,1.03157,1.03157,1.03157,1,0,0
2025-01-08 23:34:00,1.03157,1.03157,1.03157,1.03157,1,0,0
2025-01-08 23:34:00,1.03157,1.03158,1.03156,1.03156,3,0,0
2025-01-08 23:34:00,1.03157,1.03158,1.03156,1.03157,4,0,0
2025-01-08 23:34:00,1.03157,1.03158,1.03156,1.03157,4,0,0
2025-01-08 23:34:00,1.03157,1.03158,1.03156,1.03157,4,0,0
2025-01-08 23:35:00,1.03158,1.03158,1.03158,1.03158,1,0,0
2025-01-08 23:35:00,1.03158,1.03158,1.03157,1.03157,2,0,0
2025-01-08 23:35:00,1.03158,1.03158,1.03157,1.03157,2,0,0
2025-01-08 23:35:00,1.03158,1.03158,1.03157,1.03157,2,0,0
2025-01-08 23:35:00,1.03158,1.03158,1.03157,1.03157,2,0,0
2025-01-08 23:35:00,1.03158,1.03158,1.03157,1.03157,2,0,0
2025-01-08 23:36:00,1.03157,1.03157,1.03157,1.03157,1,0,0
2025-01-08 23:36:00,1.03157,1.03157,1.03156,1.03157,3,0,0
2025-01-08 23:36:00,1.03157,1.03157,1.03152,1.03152,5,0,0
2025-01-08 23:36:00,1.03157,1.03157,1.03152,1.03153,10,0,0
2025-01-08 23:36:00,1.03157,1.03157,1.03152,1.03153,10,0,0
2025-01-08 23:36:00,1.03157,1.03157,1.03152,1.03154,11,0,0
2025-01-08 23:37:00,1.03153,1.03153,1.03153,1.03153,1,0,0
2025-01-08 23:37:00,1.03153,1.03153,1.03153,1.03153,1,0,0
2025-01-08 23:37:00,1.03153,1.03157,1.03153,1.03155,5,0,0
2025-01-08 23:37:00,1.03153,1.03157,1.03153,1.03153,7,0,0
2025-01-08 23:37:00,1.03153,1.03157,1.03151,1.03151,10,0,0
2025-01-08 23:37:00,1.03153,1.03157,1.03151,1.03151,10,0,0
2025-01-08 23:38:00,1.0315,1.0315,1.0315,1.0315,1,0,0
2025-01-08 23:38:00,1.0315,1.0315,1.0315,1.0315,1,0,0
2025-01-08 23:38:00,1.0315,1.03151,1.03145,1.0315,8,0,0
2025-01-08 23:38:00,1.0315,1.03154,1.03145,1.03154,13,0,0
2025-01-08 23:38:00,1.0315,1.03154,1.03145,1.03153,16,0,0
2025-01-08 23:38:00,1.0315,1.03158,1.03145,1.03158,18,0,0
2025-01-08 23:39:00,1.03158,1.03158,1.03158,1.03158,1,0,0
2025-01-08 23:39:00,1.03158,1.03159,1.03158,1.03158,3,0,0
2025-01-08 23:39:00,1.03158,1.0316,1.03158,1.0316,13,0,0
2025-01-08 23:39:00,1.03158,1.03163,1.03158,1.03163,17,0,0
2025-01-08 23:39:00,1.03158,1.03163,1.03158,1.0316,25,0,0
2025-01-08 23:39:00,1.03158,1.03163,1.03152,1.03153,28,0,0
2025-01-08 23:40:00,1.03155,1.03157,1.03155,1.03157,3,0,0
2025-01-08 23:40:00,1.03155,1.03158,1.03155,1.03158,6,0,0
2025-01-08 23:40:00,1.03155,1.03159,1.03155,1.03157,9,0,0
2025-01-08 23:40:00,1.03155,1.03159,1.03155,1.03158,16,0,0
2025-01-08 23:40:00,1.03155,1.03159,1.03155,1.03157,19,0,0
2025-01-08 23:40:00,1.03155,1.03159,1.03155,1.03156,22,0,0
2025-01-08 23:41:00,1.03158,1.03158,1.03157,1.03158,3,1,0
2025-01-08 23:41:00,1.03158,1.03158,1.03156,1.03156,7,1,0
2025-01-08 23:41:00,1.03158,1.03158,1.03154,1.03155,10,1,0
2025-01-08 23:41:00,1.03158,1.03158,1.03154,1.03154,13,1,0
2025-01-08 23:41:00,1.03158,1.03158,1.03151,1.03153,19,1,0
2025-01-08 23:41:00,1.03158,1.03158,1.03151,1.03152,21,1,0
2025-01-08 23:42:00,1.03152,1.03152,1.03151,1.03151,2,0,0
2025-01-08 23:42:00,1.03152,1.03153,1.0315,1.03152,6,0,0
2025-01-08 23:42:00,1.03152,1.03156,1.0315,1.03155,11,0,0
2025-01-08 23:42:00,1.03152,1.03156,1.0315,1.03155,11,0,0
2025-01-08 23:42:00,1.03152,1.03156,1.0315,1.03156,12,0,0
2025-01-08 23:42:00,1.03152,1.03156,1.0315,1.03154,20,0,0
2025-01-08 23:42:00,1.03152,1.03156,1.0315,1.03153,23,0,0
2025-01-08 23:43:00,1.03154,1.03155,1.03154,1.03155,2,3,0
2025-01-08 23:43:00,1.03154,1.03156,1.03154,1.03155,4,2,0
2025-01-08 23:43:00,1.03154,1.03156,1.03154,1.03155,4,2,0
2025-01-08 23:43:00,1.03154,1.03158,1.03154,1.03158,9,2,0
2025-01-08 23:43:00,1.03154,1.0316,1.03154,1.03158,13,2,0
2025-01-08 23:44:00,1.03157,1.03158,1.03157,1.03158,2,3,0
2025-01-08 23:44:00,1.03157,1.0316,1.03157,1.03159,5,2,0
2025-01-08 23:44:00,1.03157,1.0316,1.03157,1.03159,5,2,0
2025-01-08 23:44:00,1.03157,1.0316,1.03152,1.03152,9,0,0
2025-01-08 23:44:00,1.03157,1.0316,1.03151,1.03152,11,0,0
2025-01-08 23:44:00,1.03157,1.0316,1.03151,1.03152,11,0,0
2025-01-08 23:45:00,1.03153,1.03157,1.03153,1.03157,4,1,0
2025-01-08 23:45:00,1.03153,1.03158,1.03153,1.03156,9,1,0
2025-01-08 23:45:00,1.03153,1.03158,1.03153,1.03157,10,1,0
2025-01-08 23:45:00,1.03153,1.03158,1.03153,1.03156,13,1,0
2025-01-08 23:45:00,1.03153,1.03158,1.03153,1.03156,13,1,0
2025-01-08 23:45:00,1.03153,1.03161,1.03153,1.03158,18,1,0
2025-01-08 23:46:00,1.03158,1.03159,1.03158,1.03159,2,1,0
2025-01-08 23:46:00,1.03158,1.03159,1.03158,1.03158,7,1,0
2025-01-08 23:46:00,1.03158,1.03159,1.03158,1.03159,8,1,0
2025-01-08 23:46:00,1.03158,1.03159,1.03158,1.03158,9,1,0
2025-01-08 23:46:00,1.03158,1.0317,1.03158,1.03167,18,0,0
2025-01-08 23:46:00,1.03158,1.0317,1.03158,1.03167,22,0,0
2025-01-08 23:47:00,1.03167,1.03167,1.03167,1.03167,1,3,0
2025-01-08 23:47:00,1.03167,1.03168,1.03167,1.03167,3,2,0
2025-01-08 23:47:00,1.03167,1.03168,1.03162,1.03162,8,1,0
2025-01-08 23:47:00,1.03167,1.03168,1.03162,1.03164,13,1,0
2025-01-08 23:47:00,1.03167,1.03168,1.03162,1.03165,14,1,0
2025-01-08 23:47:00,1.03167,1.03168,1.03162,1.03165,14,1,0
2025-01-08 23:47:00,1.03167,1.03168,1.03162,1.03164,15,1,0
2025-01-08 23:48:00,1.03166,1.03166,1.03165,1.03165,2,2,0
2025-01-08 23:48:00,1.03166,1.03166,1.03164,1.03166,8,2,0
2025-01-08 23:48:00,1.03166,1.03166,1.03164,1.03166,8,2,0
2025-01-08 23:48:00,1.03166,1.03166,1.03164,1.03166,8,2,0
2025-01-08 23:48:00,1.03166,1.03166,1.03164,1.03166,8,2,0
2025-01-08 23:49:00,1.03167,1.03168,1.03166,1.03166,4,2,0
2025-01-08 23:49:00,1.03167,1.03168,1.03166,1.03166,8,2,0
2025-01-08 23:49:00,1.03167,1.03168,1.03166,1.03168,9,1,0
2025-01-08 23:49:00,1.03167,1.03168,1.03165,1.03165,11,1,0
2025-01-08 23:49:00,1.03167,1.03168,1.03164,1.03164,14,1,0
2025-01-08 23:49:00,1.03167,1.03171,1.03164,1.03168,22,0,0
2025-01-08 23:50:00,1.03169,1.0317,1.03167,1.0317,6,2,0
2025-01-08 23:50:00,1.03169,1.03171,1.03167,1.03171,15,2,0
2025-01-08 23:50:00,1.03169,1.03172,1.03167,1.03172,20,1,0
2025-01-08 23:50:00,1.03169,1.03172,1.03167,1.03172,20,1,0
2025-01-08 23:50:00,1.03169,1.03173,1.03167,1.03173,23,1,0
2025-01-08 23:50:00,1.03169,1.03176,1.03167,1.03174,27,1,0
2025-01-08 23:50:00,1.03169,1.03176,1.03167,1.03173,32,1,0
2025-01-08 23:51:00,1.03173,1.03174,1.03172,1.03174,6,0,0
2025-01-08 23:51:00,1.03173,1.03174,1.03172,1.03173,15,0,0
2025-01-08 23:51:00,1.03173,1.03174,1.03172,1.03173,15,0,0
2025-01-08 23:51:00,1.03173,1.03174,1.03172,1.03174,20,0,0
2025-01-08 23:51:00,1.03173,1.03175,1.03172,1.03174,26,0,0
2025-01-08 23:52:00,1.03175,1.03175,1.03174,1.03175,5,0,0
2025-01-08 23:52:00,1.03175,1.03177,1.03174,1.03176,7,0,0
2025-01-08 23:52:00,1.03175,1.03181,1.03174,1.0318,14,0,0
2025-01-08 23:52:00,1.03175,1.03183,1.03174,1.03181,16,0,0
2025-01-08 23:52:00,1.03175,1.03187,1.03174,1.03183,26,0,0
2025-01-08 23:52:00,1.03175,1.03187,1.03174,1.03185,27,0,0
2025-01-08 23:53:00,1.03185,1.03185,1.03185,1.03185,1,1,0
2025-01-08 23:53:00,1.03185,1.03192,1.03185,1.0319,10,1,0
2025-01-08 23:53:00,1.03185,1.03192,1.03183,1.03184,18,1,0
2025-01-08 23:53:00,1.03185,1.03192,1.03183,1.03184,27,0,0
2025-01-08 23:53:00,1.03185,1.03192,1.03179,1.03179,33,0,0
2025-01-08 23:53:00,1.03185,1.03192,1.03179,1.0318,36,0,0
2025-01-08 23:53:00,1.03185,1.03192,1.03179,1.0318,38,0,0
2025-01-08 23:54:00,1.0318,1.0318,1.03179,1.0318,5,1,0
2025-01-08 23:54:00,1.0318,1.03181,1.03179,1.0318,12,0,0
2025-01-08 23:54:00,1.0318,1.03181,1.03179,1.03179,13,0,0
2025-01-08 23:54:00,1.0318,1.03181,1.03177,1.03179,17,0,0
2025-01-08 23:54:00,1.0318,1.03181,1.03177,1.03177,20,0,0
2025-01-08 23:55:00,1.03177,1.03179,1.03177,1.03179,7,0,0
2025-01-08 23:55:00,1.03177,1.03181,1.03177,1.0318,9,0,0
2025-01-08 23:55:00,1.03177,1.03181,1.03177,1.03181,10,0,0
2025-01-08 23:55:00,1.03177,1.03182,1.03177,1.03181,12,0,0
2025-01-08 23:55:00,1.03177,1.03182,1.03177,1.03182,15,0,0
2025-01-08 23:55:00,1.03177,1.03182,1.03177,1.03182,15,0,0
2025-01-08 23:56:00,1.0319,1.0319,1.03188,1.03189,3,1,0
2025-01-08 23:56:00,1.0319,1.03191,1.03188,1.03191,9,1,0
2025-01-08 23:56:00,1.0319,1.03191,1.03188,1.0319,12,1,0
2025-01-08 23:56:00,1.0319,1.03191,1.03188,1.03189,13,1,0
2025-01-08 23:56:00,1.0319,1.03191,1.03188,1.03189,19,0,0
2025-01-08 23:56:00,1.0319,1.03191,1.03188,1.03189,19,0,0
2025-01-08 23:57:00,1.03191,1.03193,1.03191,1.03192,4,1,0
2025-01-08 23:57:00,1.03191,1.03193,1.03191,1.03192,8,1,0
2025-01-08 23:57:00,1.03191,1.03195,1.03191,1.03194,16,1,0
2025-01-08 23:57:00,1.03191,1.03195,1.03191,1.03194,22,1,0
2025-01-08 23:57:00,1.03191,1.03195,1.03191,1.03194,24,1,0
2025-01-08 23:57:00,1.03191,1.03195,1.03191,1.03193,32,0,0
2025-01-08 23:58:00,1.03194,1.03195,1.03193,1.03193,4,1,0
2025-01-08 23:58:00,1.03194,1.03195,1.03191,1.03191,9,1,0
2025-01-08 23:58:00,1.03194,1.03195,1.03191,1.03192,20,0,0
2025-01-08 23:58:00,1.03194,1.03195,1.03191,1.03193,27,0,0
2025-01-08 23:58:00,1.03194,1.03196,1.03191,1.03193,45,0,0
2025-01-08 23:58:00,1.03194,1.03196,1.03191,1.03194,62,0,0
2025-01-08 23:58:00,1.03194,1.03196,1.03191,1.03191,75,0,0
2025-01-08 23:58:00,1.03194,1.03196,1.03191,1.03191,75,0,0
2025-01-08 23:58:00,1.03194,1.03196,1.03191,1.03191,75,0,0
2025-01-08 23:58:00,1.03194,1.03196,1.03191,1.03191,75,0,0
2025-01-08 23:58:00,1.03194,1.03196,1.03191,1.03191,75,0,0
2025-01-08 23:58:00,1.03194,1.03196,1.03191,1.03191,75,0,0
2025-01-09,1.03181,1.03183,1.03081,1.03132,4,6,0
2025-01-09,1.03181,1.03183,1.03081,1.03132,4,6,0
2025-01-09,1.03181,1.03183,1.03081,1.03132,4,6,0
2025-01-09,1.03181,1.03183,1.03081,1.03132,4,6,0
2025-01-09,1.03181,1.03183,1.03081,1.03132,4,6,0
2025-01-09,1.03181,1.03183,1.03081,1.03132,4,6,0
